filename,decoder,samplerate (kHz),samplewidth (bit),n channels,n samples
/root/sim/music//801~900/851_そういえば……？.mp3,ffmpeg,44100,16,2,912341
/root/sim/music//801~900/878_静かな余韻(Quiet_suggestiveness).mp3,ffmpeg,44100,16,2,4591040
/root/sim/music//801~900/807_Blue_Night.mp3,ffmpeg,44100,16,2,5235840
/root/sim/music//801~900/808_檸檬の花言葉を知っていますか.mp3,ffmpeg,44100,16,2,8022672
/root/sim/music//801~900/835_Amplification.mp3,ffmpeg,44100,16,2,4160607
/root/sim/music//801~900/891_Vortex_of_Emotions.mp3,ffmpeg,44100,16,2,8067456
/root/sim/music//801~900/883_A_Big_Positive.mp3,ffmpeg,44100,16,2,4538880
/root/sim/music//801~900/834_雲海.mp3,ffmpeg,44100,16,2,5030784
/root/sim/music//801~900/848_月は無慈悲な夜の女王.mp3,ffmpeg,44100,16,2,7236281
/root/sim/music//801~900/871_Elegant_Sigh.mp3,ffmpeg,44100,16,2,7408800
/root/sim/music//801~900/885_Unchanged_Scenery.mp3,ffmpeg,44100,16,2,5997601
/root/sim/music//801~900/817_Jump!.mp3,ffmpeg,44100,16,2,8930780
/root/sim/music//801~900/811_潮風.mp3,ffmpeg,44100,16,2,5877704
/root/sim/music//801~900/843_Reunion_After_a_Long_Time.mp3,ffmpeg,44100,16,2,8467200
/root/sim/music//801~900/880_jingle12.mp3,ffmpeg,44100,16,2,1996416
/root/sim/music//801~900/812_The_clouds.mp3,ffmpeg,44100,16,2,5677056
/root/sim/music//801~900/899_王様の足音.mp3,ffmpeg,44100,16,2,4419072
/root/sim/music//801~900/836_Erosion_Cloud.mp3,ffmpeg,44100,16,2,3970944
/root/sim/music//801~900/867_猫の手お貸しします.mp3,ffmpeg,44100,16,2,4937472
/root/sim/music//801~900/876_Flower_Walking_Path.mp3,ffmpeg,44100,16,2,4840704
/root/sim/music//801~900/847_面白くなってきたあああ.mp3,ffmpeg,44100,16,2,3500862
/root/sim/music//801~900/818_desire.mp3,ffmpeg,44100,16,2,5625216
/root/sim/music//801~900/805_夜明けの雨.mp3,ffmpeg,44100,16,2,4344192
/root/sim/music//801~900/814_Dream_Garden.mp3,ffmpeg,44100,16,2,6375168
/root/sim/music//801~900/849_Ascension.mp3,ffmpeg,44100,16,2,11062731
